filename,key,mode,key_strength,bpm,bpm_confidence,rms_mean,rms_std,centroid_mean,centroid_std,flux_mean,flux_std,percussive_ratio,onset_rate,hf_ratio,bass_ratio,attack_sharpness
"Belocca, Nusha - Addiction (Original Mix).mp3",Eb,minor,0.797,133.99,2.27,0.34838706254959106,0.11919797211885452,2798.7693035244306,1472.792248413045,1.7949069738388062,2.9737987518310547,0.10805175453424454,7.957530705177315,0.22527803077688024,0.24413271791808586,26.295820236206055
01 - Felix Cartal - Stranger Things Theme (Felix Cartal's After Dark Remix).m4a,E,minor,0.89,123.58,2.026,0.32692211866378784,0.14414773881435394,3364.2446999692424,1549.193922897246,1.4815787076950073,2.3423407077789307,0.13433463871479034,6.321229103627766,0.26244219433437393,0.21351964616539748,34.500099182128906
Shelly Sony - King of My Castle (Original Mix).mp3,F#,major,0.842,114.97,2.972,0.18916934728622437,0.12180481851100922,2222.8793881378174,1418.8529660469928,1.35423743724823,1.9742718935012817,0.09211097657680511,5.037238631444011,0.16241297985775635,0.30925271059527043,18.25926399230957
